# {"t_start": 1702256277.8914988, "env_id": "adult-v01"} 
r,l,t
99.804077,1,7634.841083
89.804077,2,7635.199653
99.804077,1,7635.556814
89.804077,2,7635.911307
89.804077,2,7636.267585
99.804077,1,7636.621126
99.804077,1,7636.97243
99.804077,1,7637.33031
99.804077,1,7637.682274
89.804077,2,7638.030733
89.804077,2,7638.384909
99.798598,1,7638.736906
89.798598,2,7639.091212
99.798598,1,7639.446739
99.798598,1,7639.799269
89.793119,2,7640.154283
99.793119,1,7640.510752
89.793119,2,7640.863553
99.793119,1,7641.215112
99.787639,1,7641.572424
99.787639,1,7641.906996
99.787639,1,7642.257779
99.787639,1,7642.615086
99.787639,1,7642.966584
79.78216,3,7643.319214
99.78216,1,7643.675779
89.78216,2,7644.030299
99.78216,1,7644.381721
69.78216,4,7644.744659
89.783371,2,7645.099143
99.77668,1,7645.450804
99.77668,1,7645.806366
99.77668,1,7646.160264
99.77668,1,7646.512931
99.77668,1,7646.86824
99.77668,1,7647.219301
99.771201,1,7647.572143
59.771201,5,7647.937066
99.771201,1,7648.287563
99.771201,1,7648.640737
89.772413,2,7648.99691
99.771201,1,7649.347092
99.771201,1,7649.703875
89.771201,2,7650.056999
99.771201,1,7650.408383
79.771201,3,7650.767964
99.771201,1,7651.121349
89.771201,2,7651.474804
99.771201,1,7651.830271
99.771201,1,7652.178293
79.771201,3,7652.533603
99.771201,1,7652.890685
89.771201,2,7653.241896
89.772413,2,7653.59244
99.771201,1,7653.945546
89.771201,2,7654.293252
99.771201,1,7654.647457
99.771201,1,7655.00069
99.771201,1,7655.352526
99.771201,1,7655.70859
79.771201,3,7656.184973
89.771201,2,7656.53844
99.771201,1,7656.894536
99.771201,1,7657.245286
99.772413,1,7657.597229
99.771201,1,7657.95209
99.771201,1,7658.301692
89.771201,2,7658.659074
99.771201,1,7659.009978
89.771201,2,7659.3632
99.771201,1,7659.718997
89.771201,2,7660.072909
99.765722,1,7660.424751
99.765722,1,7660.780352
89.765722,2,7661.134343
99.765722,1,7661.490673
99.765722,1,7661.841568
99.760242,1,7662.19415
99.754763,1,7662.547552
99.754763,1,7662.896913
89.754763,2,7663.256562
99.754763,1,7663.613347
99.754763,1,7663.965719
99.754763,1,7664.321376
99.754763,1,7664.670438
99.754763,1,7665.017243
99.754763,1,7665.37094
99.749283,1,7665.722457
99.749283,1,7666.073616
99.749283,1,7666.428459
99.749283,1,7666.779192
99.749283,1,7667.137583
99.749283,1,7667.49016
89.749283,2,7667.845693
99.749283,1,7668.202475
99.750495,1,7668.551939
99.749283,1,7668.903229
99.749283,1,7669.258829
99.749283,1,7669.610372
99.749283,1,7669.961431
89.749283,2,7670.319114
99.749283,1,7670.670094
99.749283,1,7671.021007
99.749283,1,7671.376684
99.749283,1,7671.729681
99.749283,1,7672.08243
89.749283,2,7672.438338
99.743804,1,7672.79278
99.743804,1,7673.14365
99.743804,1,7673.494882
99.743804,1,7673.851966
99.743804,1,7674.203748
89.743804,2,7674.555576
99.743804,1,7674.911972
99.743804,1,7675.263613
99.743804,1,7675.615735
99.743804,1,7675.968327
79.743804,3,7676.326612
89.743804,2,7676.679974
89.743804,2,7677.0339
99.743804,1,7677.389588
99.743804,1,7677.730901
99.743804,1,7678.08219
79.743804,3,7678.43941
99.743804,1,7678.793616
99.743804,1,7679.145615
99.738325,1,7679.498293
99.738325,1,7679.853835
99.738325,1,7680.204986
89.738325,2,7680.559656
99.738325,1,7680.917006
99.738325,1,7681.268296
99.738325,1,7681.620323
99.738325,1,7681.975124
99.738325,1,7682.328328
99.738325,1,7682.679103
99.732845,1,7683.033553
99.732845,1,7683.390626
99.732845,1,7683.74425
99.732845,1,7684.096967
99.732845,1,7684.453048
99.732845,1,7684.803771
99.732845,1,7685.156343
99.732845,1,7685.512241
99.727366,1,7685.863015
99.727366,1,7686.214569
99.721886,1,7686.56571
99.716407,1,7686.921594
99.716407,1,7687.273123
99.716407,1,7687.624088
99.710928,1,7687.981177
99.705448,1,7688.331619
99.705448,1,7688.682594
79.705448,3,7689.040593
99.705448,1,7689.395102
99.699969,1,7689.747856
99.699969,1,7690.099928
99.699969,1,7690.454632
99.699969,1,7690.806092
99.699969,1,7691.157969
99.699969,1,7691.514941
99.699969,1,7691.865613
99.699969,1,7692.217376
99.699969,1,7692.57384
99.699969,1,7692.923869
99.699969,1,7693.276291
99.699969,1,7693.628512
99.699969,1,7693.985313
99.70118,1,7694.3357
99.699969,1,7694.685508
99.699969,1,7695.041324
99.699969,1,7695.391913
99.70118,1,7695.748628
99.699969,1,7696.100858
99.694489,1,7696.456784
99.68901,1,7696.80736
89.68901,2,7697.160496
99.68901,1,7697.516282
99.68901,1,7697.868917
99.68901,1,7698.220976
99.68901,1,7698.576289
99.68901,1,7698.930215
99.68901,1,7699.281029
89.690222,2,7699.634279
99.68901,1,7699.992161
99.690222,1,7700.342602
99.68901,1,7700.69267
99.68901,1,7701.049261
99.68901,1,7701.399775
99.68901,1,7701.751708
69.68901,4,7702.109784
99.68901,1,7702.462452
99.683531,1,7702.814143
99.683531,1,7703.165082
